edinet_code,name,syoken_code,security_code
E01748,愛知電機株式会社,66230,6623
E01750,株式会社ダイヘン,66220,6622
E01751,株式会社オリジン,65130,6513
E01752,大崎電気工業株式会社,66440,6644
E01753,三櫻工業株式会社,65840,6584
E01754,株式会社かわでん,66480,6648
E01755,オムロン株式会社,66450,6645
E01757,芝浦メカトロニクス株式会社,65900,6590
E01758,デンヨー株式会社,65170,6517
E01759,日東工業株式会社,66510,6651
E01760,株式会社正興電機製作所,66530,6653
E01761,株式会社帝国電機製作所,63330,6333
E01764,寺崎電気産業株式会社,66370,6637
E01765,日本電気株式会社,67010,6701
E01766,富士通株式会社,67020,6702
E01767,沖電気工業株式会社,67030,6703
E01768,岩崎通信機株式会社,67040,6704
E01769,日本信号株式会社,67410,6741
E01770,株式会社京三製作所,67420,6742
E01772,パナソニックホールディングス株式会社,67520,6752
E01773,シャープ株式会社,67530,6753
E01774,アンリツ株式会社,67540,6754
E01775,株式会社富士通ゼネラル,67550,6755
E01777,ソニーグループ株式会社,67580,6758
E01780,ＴＤＫ株式会社,67620,6762
E01782,帝国通信工業株式会社,67630,6763
E01786,株式会社タムラ製作所,67680,6768
E01790,サンケン電気株式会社,67070,6707
E01793,アルプスアルパイン株式会社,67700,6770
E01795,株式会社ＴＢグループ,67750,6775
E01797,フォスター電機株式会社,67940,6794
E01798,東亜ディーケーケー株式会社,68480,6848
E01802,ホーチキ株式会社,67450,6745
E01803,能美防災株式会社,67440,6744
E01805,ＳＭＫ株式会社,67980,6798
E01806,山洋電気株式会社,65160,6516
E01807,日本電波工業株式会社,67790,6779
E01808,株式会社ヨコオ,68000,6800
E01811,東京コスモス電機株式会社,67720,6772
E01813,天昇電気工業株式会社,67760,6776
E01815,ホシデン株式会社,68040,6804
E01816,大同信号株式会社,67430,6743
E01817,北陸電気工業株式会社,69890,6989
E01819,池上通信機株式会社,67710,6771
E01821,株式会社三社電機製作所,68820,6882
E01824,太陽誘電株式会社,69760,6976
E01827,株式会社ナカヨ,67150,6715
E01828,日本航空電子工業株式会社,68070,6807
E01831,ＴＯＡ株式会社,68090,6809
E01834,ローランド株式会社,79440,7944
E01839,古野電気株式会社,68140,6814
E01841,双葉電子工業株式会社,69860,6986
E01842,リオン株式会社,68230,6823
E01847,株式会社エヌエフホールディングス,68640,6864
E01848,日本アンテナ株式会社,69300,6930
E01849,アイホン株式会社,67180,6718
E01850,アイコム株式会社,68200,6820
E01855,北海電気工事株式会社,18320,1832
E01856,コーセル株式会社,69050,6905
E01857,原田工業株式会社,69040,6904
E01859,大井電気株式会社,68220,6822
E01862,株式会社ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,68790,6879
E01864,株式会社多摩川ホールディングス,68380,6838
E01867,アライドテレシスホールディングス株式会社,68350,6835
E01870,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ株式会社,67770,6777
E01873,セイコーエプソン株式会社,67240,6724
E01874,サクサホールディングス株式会社,66750,6675
E01875,株式会社メディアリンクス,66590,6659
E01876,Ｉ‐ＰＥＸ株式会社,66400,6640
E01878,横河電機株式会社,68410,6841
E01879,アズビル株式会社,68450,6845
E01880,スタンレー電気株式会社,69230,6923
E01884,東芝テック株式会社,65880,6588
E01885,澤藤電機株式会社,69010,6901
E01887,新電元工業株式会社,68440,6844
E01888,日東電工株式会社,69880,6988
E01891,大黒屋ホールディングス株式会社,69930,6993
E01892,株式会社デンソー,69020,6902
E01896,ＦＤＫ株式会社,69550,6955
E01897,電気興業株式会社,67060,6706
E01898,株式会社東海理化電機製作所,69950,6995
E01899,株式会社指月電機製作所,69940,6994
E01901,株式会社堀場製作所,68560,6856
E01902,ＫＯＡ株式会社,69990,6999
E01903,日本光電工業株式会社,68490,6849
E01904,ニチコン株式会社,69960,6996
E01905,日本電子株式会社,69510,6951
E01906,株式会社日本抵抗器製作所,69770,6977
E01907,日本タングステン株式会社,69980,6998
E01909,ＣＫＤ株式会社,64070,6407
E01912,森尾電機株式会社,66470,6647
E01913,サンデン株式会社,64440,6444
E01914,株式会社村田製作所,69810,6981
E01916,株式会社リード,69820,6982
E01917,古河電池株式会社,69370,6937
E01920,株式会社マキタ,65860,6586
E01921,株式会社共和電業,68530,6853
E01926,日本ケミコン株式会社,69970,6997
E01928,岡谷電機産業株式会社,69260,6926
E01929,ウシオ電機株式会社,69250,6925
E01930,西部電機株式会社,61440,6144
E01932,ティアック株式会社,68030,6803
E01933,松尾電機株式会社,69690,6969
E01935,カシオ計算機株式会社,69520,6952
E01939,ヒロセ電機株式会社,68060,6806
E01940,株式会社中央製作所,68460,6846
E01944,マブチモーター株式会社,65920,6592
E01946,ファナック株式会社,69540,6954
E01947,マクセル株式会社,68100,6810
E01950,株式会社アドバンテスト,68570,6857
E01951,ＩＤＥＣ株式会社,66520,6652
E01952,株式会社大真空,69620,6962
E01953,ローム株式会社,69630,6963
E01954,株式会社サンコー,69640,6964
E01955,浜松ホトニクス株式会社,69650,6965
E01956,コナミグループ株式会社,97660,9766
E01957,新光電気工業株式会社,69670,6967
E01959,日本シイエムケイ株式会社,69580,6958
E01960,株式会社芝浦電子,69570,6957
E01961,大和冷機工業株式会社,64590,6459
E01966,株式会社図研,69470,6947
E01967,株式会社キーエンス,68610,6861
E01968,日本アビオニクス株式会社,69460,6946
E01971,スミダコーポレーション株式会社,68170,6817
E01974,ＮＫＫスイッチズ株式会社,69430,6943
E01975,ニデック株式会社,65940,6594
E01977,ミナトホールディングス株式会社,68620,6862
E01978,株式会社ソフィアホールディングス,69420,6942
E01979,山一電機株式会社,69410,6941
E01981,ＮＩＴＴＯＫＵ株式会社,61450,6145
E01983,双信電機株式会社,69380,6938
E01984,星和電機株式会社,67480,6748
E01986,株式会社遠藤照明,69320,6932
E01987,伊豆シャボテンリゾート株式会社,68190,6819
E01988,日本セラミック株式会社,69290,6929
E01989,株式会社エノモト,69280,6928
E01991,レーザーテック株式会社,69200,6920
E01992,ケル株式会社,69190,6919
E01993,株式会社アバールデータ,69180,6918
E01995,千代田インテグレ株式会社,69150,6915
E01997,助川電気工業株式会社,77110,7711
E01998,オプテックスグループ株式会社,69140,6914
E01999,日置電機株式会社,68660,6866
E02000,桂川電機株式会社,64160,6416
E02002,未来工業株式会社,79310,7931
E02004,菊水ホールディングス株式会社,69120,6912
E02005,リーダー電子株式会社,68670,6867
E02006,フクシマガリレイ株式会社,64200,6420
E02007,不二電機工業株式会社,66540,6654
E02008,ワイエイシイホールディングス株式会社,62980,6298
E02009,イリソ電子工業株式会社,69080,6908
E02011,株式会社ナ・デックス,74350,7435
E02012,三相電機株式会社,65180,6518
E02013,ＡＳＴＩ株式会社,68990,6899
E02015,シスメックス株式会社,68690,6869
E02016,トミタ電機株式会社,68980,6898
E02017,株式会社ツインバード,68970,6897
E02020,日本フェンオール株式会社,68700,6870
E02021,パルステック工業株式会社,68940,6894
E02024,株式会社フェローテックホールディングス,68900,6890
E02025,株式会社高見沢サイバネティックス,64240,6424
E02027,新コスモス電機株式会社,68240,6824
E02028,東洋電機株式会社,66550,6655
E02030,株式会社日本マイクロニクス,68710,6871
E02039,協立電機株式会社,68740,6874
E02040,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,68770,6877
E02042,株式会社メガチップス,68750,6875
E02043,日本電子材料株式会社,68550,6855
E02045,株式会社ＡＫＩＢＡホールディングス,68400,6840
E02046,株式会社アルメディオ,78590,7859
E02047,株式会社石井表記,63360,6336
E02048,株式会社京写,68370,6837
E02049,株式会社テセック,63370,6337
E02051,アオイ電子株式会社,68320,6832
E02054,ローランド　ディー．ジー．株式会社,67890,6789
E02055,名古屋電機工業株式会社,67970,6797
E02056,株式会社メイコー,67870,6787
E02057,株式会社ＲＶＨ,67860,6786
E02058,株式会社鈴木,67850,6785
E02059,株式会社ワコム,67270,6727
E02060,サムコ　株式会社,63870,6387
E02062,ザインエレクトロニクス株式会社,67690,6769
E02065,株式会社ＯＳＧコーポレーション,67570,6757
E02066,エレコム株式会社,67500,6750
E02069,ＥＩＺＯ株式会社,67370,6737
E02070,サン電子株式会社,67360,6736
E02072,株式会社ニューテック,67340,6734
E02073,ダイコク電機株式会社,64300,6430
E02075,株式会社ピクセラ,67310,6731
E02076,ヘリオス　テクノ　ホールディング株式会社,69270,6927
E02077,株式会社アクセル,67300,6730
E02081,ルネサスエレクトロニクス株式会社,67230,6723
E02083,ウインテスト株式会社,67210,6721
E02086,株式会社メルコホールディングス,66760,6676
E02089,株式会社　ジーエス・ユアサ　コーポレーション,66740,6674
E02090,株式会社ＭＣＪ,66700,6670
E02092,株式会社アドテックプラズマテクノロジー,66680,6668
E02093,リバーエレテック株式会社,66660,6666
E02095,株式会社オプトエレクトロニクス,66640,6664
E02096,アビックス株式会社,78360,7836
E02097,太洋テクノレックス株式会社,66630,6663
E02100,株式会社ユビテック,66620,6662
E02103,株式会社ＳＵＭＣＯ,34360,3436
E02105,レシップホールディングス株式会社,72130,7213
E02109,シライ電子工業株式会社,66580,6658
E02114,株式会社ミマキエンジニアリング,66380,6638
E02116,株式会社大日光・エンジニアリング,66350,6635
E02120,株式会社Ｃ＆Ｇシステムズ,66330,6633
E02121,株式会社山王,34410,3441
E02123,株式会社三井Ｅ＆Ｓ,70030,7003
E02124,日立造船株式会社,70040,7004
E02126,三菱重工業株式会社,70110,7011
E02127,川崎重工業株式会社,70120,7012
E02128,株式会社ＩＨＩ,70130,7013
E02129,株式会社名村造船所,70140,7014
E02131,内海造船株式会社,70180,7018
E02134,日本車輌製造株式会社,71020,7102
E02136,三菱ロジスネクスト株式会社,71050,7105
E02138,近畿車輛株式会社,71220,7122
E02140,株式会社小糸製作所,72760,7276
E02142,日産自動車株式会社,72010,7201
E02143,いすゞ自動車株式会社,72020,7202
E02144,トヨタ自動車株式会社,72030,7203
E02146,日野自動車株式会社,72050,7205
E02147,カヤバ株式会社,72420,7242
E02150,日産車体株式会社,72220,7222
E02152,株式会社ＳＵＢＡＲＵ,72700,7270
E02154,プレス工業株式会社,72460,7246
E02155,株式会社ティラド,72360,7236
E02158,東京ラヂエーター製造株式会社,72350,7235
E02161,曙ブレーキ工業株式会社,72380,7238
E02162,愛三工業株式会社,72830,7283
E02163,マツダ株式会社,72610,7261
E02166,本田技研工業株式会社,72670,7267
E02167,スズキ株式会社,72690,7269
E02168,ヤマハ発動機株式会社,72720,7272
E02170,極東開発工業株式会社,72260,7226
E02171,株式会社ニッキ,60420,6042
E02172,株式会社ミクニ,72470,7247
E02173,日本ギア工業株式会社,63560,6356
E02174,河西工業株式会社,72560,7256
E02175,大同メタル工業株式会社,72450,7245
E02176,ＮＯＫ株式会社,72400,7240
E02177,市光工業株式会社,72440,7244
E02178,太平洋工業株式会社,72500,7250
E02180,株式会社　ヤマダコーポレーション,63920,6392
E02183,株式会社ユニバンス,72540,7254
E02185,株式会社メタルアート,56440,5644
E02189,株式会社ＮＩＴＴＡＮ,64930,6493
E02194,ユニプレス株式会社,59490,5949
E02195,フタバ産業株式会社,72410,7241
E02199,大豊工業株式会社,64700,6470
E02201,株式会社ＴＢＫ,72770,7277
E02203,株式会社エクセディ,72780,7278
E02204,株式会社ハイレックスコーポレーション,72790,7279
E02205,株式会社ミツバ,72800,7280
E02210,株式会社タチエス,72390,7239
E02213,三菱自動車工業株式会社,72110,7211
E02214,日本精機株式会社,72870,7287
E02216,日本プラスト株式会社,72910,7291
E02217,株式会社村上開明堂,72920,7292
E02219,株式会社ヨロズ,72940,7294
E02221,株式会社エフ・シー・シー,72960,7296
E02222,株式会社エイチワン,59890,5989
E02223,株式会社カーメイト,72970,7297
E02225,フジオーゼックス株式会社,72990,7299
E02226,株式会社イクヨ,72730,7273
E02227,株式会社安永,72710,7271
E02228,株式会社ジーテクト,59700,5970
E02229,株式会社エフテック,72120,7212
E02230,株式会社タツミ,72680,7268
E02231,株式会社今仙電機製作所,72660,7266
E02232,エイケン工業株式会社,72650,7265
E02233,アスカ株式会社,72270,7227
E02234,株式会社ムロコーポレーション,72640,7264
E02236,株式会社ユタカ技研,72290,7229
E02237,武蔵精密工業株式会社,72200,7220
E02238,株式会社エッチ・ケー・エス,72190,7219
E02241,田中精密工業株式会社,72180,7218
E02242,株式会社テイン,72170,7217
E02245,株式会社アルファ,34340,3434
E02246,株式会社ファルテック,72150,7215
E02247,ＧＭＢ株式会社,72140,7214
E02248,株式会社カネミツ,72080,7208
E02252,新明和工業株式会社,72240,7224
E02254,株式会社ジャムコ,74080,7408
E02257,株式会社シマノ,73090,7309
E02258,新家工業株式会社,73050,7305
E02265,株式会社　島津製作所,77010,7701
E02266,東京計器株式会社,77210,7721
E02267,愛知時計電機株式会社,77230,7723
E02269,黒田精工株式会社,77260,7726
E02270,株式会社オーバル,77270,7727
E02271,株式会社ニコン,77310,7731
E02272,オリンパス株式会社,77330,7733
E02274,キヤノン株式会社,77510,7751
E02275,株式会社リコー,77520,7752
E02280,セイコーグループ株式会社,80500,8050
E02281,シチズン時計株式会社,77620,7762
E02285,理研計器株式会社,77340,7734
E02286,株式会社チノー,68500,6850
E02288,株式会社ＳＣＲＥＥＮホールディングス,77350,7735
E02289,株式会社東京精密,77290,7729
E02293,株式会社三井ハイテック,69660,6966
E02294,リズム株式会社,77690,7769
E02296,日東精工株式会社,59570,5957
E02299,株式会社　トプコン,77320,7732
E02301,キヤノン電子株式会社,77390,7739
E02302,スター精密株式会社,77180,7718
E02303,株式会社ジェイ・エム・エス（称号　株式会社　ＪＭＳ）,77020,7702
E02304,フクダ電子株式会社,69600,6960
E02305,ＭＵＴＯＨホールディングス株式会社,79990,7999
E02306,株式会社小野測器,68580,6858
E02307,エスペック株式会社,68590,6859
E02308,株式会社タムロン,77400,7740
E02315,株式会社ホギメディカル,35930,3593
E02320,ジーエルサイエンス株式会社,77050,7705
E02322,ノーリツ鋼機株式会社,77440,7744
E02323,シグマ光機株式会社,77130,7713
E02324,アクモス株式会社,68880,6888
E02325,日本精密株式会社,77710,7771
E02328,ローツェ株式会社,63230,6323
E02329,長野計器株式会社,77150,7715
E02331,株式会社ナカニシ,77160,7716
E02333,株式会社日本トリム,67880,6788
E02334,株式会社ブイ・テクノロジー,77170,7717
E02335,国際計測器株式会社,77220,7722
E02336,株式会社インターアクション,77250,7725
E02337,クボテック株式会社,77090,7709
E02338,プレシジョン・システム・サイエンス株式会社,77070,7707
E02340,マニー株式会社,77300,7730
E02342,株式会社アルチザネットワークス,67780,6778
E02343,株式会社エーワン精密,61560,6156
E02344,株式会社Ａ＆Ｄホロンホールディングス,77450,7745
E02345,株式会社テクノメディカ,66780,6678
E02346,株式会社エスケーエレクトロニクス,66770,6677
E02348,フジプレアム株式会社,42370,4237
E02349,朝日インテック株式会社,77470,7747
E02350,タツモ株式会社,62660,6266
E02352,ＩＭＶ株式会社,77600,7760
E02354,メディキット株式会社,77490,7749
E02356,インスペック株式会社,66560,6656
E02357,株式会社ジャパン・ティッシュエンジニアリング,77740,7774
E02360,株式会社太陽工機,61640,6164
E02362,ヤマハ株式会社,79510,7951
E02363,株式会社河合楽器製作所,79520,7952
E02365,セーラー万年筆株式会社,79920,7992
E02366,三菱鉛筆株式会社,79760,7976
E02367,任天堂株式会社,79740,7974
E02369,株式会社オカムラ,79940,7994
E02371,株式会社イトーキ,79720,7972
E02372,株式会社くろがね工作所,79970,7997
E02373,タカラスタンダード株式会社,79810,7981
E02376,株式会社ミロク,79830,7983
E02377,マミヤ・オーピー株式会社,79910,7991
E02378,株式会社アシックス,79360,7936
E02379,株式会社ノーリツ,59430,5943
E02380,テイ・エス　テック株式会社,73130,7313
E02381,マックス株式会社,64540,6454
E02382,グローブライド株式会社,79900,7990
E02383,株式会社　重松製作所,79800,7980
E02385,ネポン株式会社,79850,7985
E02386,株式会社ニフコ,79880,7988
E02387,盟和産業株式会社,72840,7284
E02388,信越ポリマー株式会社,79700,7970
E02389,立川ブラインド工業株式会社,79890,7989
E02390,株式会社エンプラス,69610,6961
E02394,リンテック株式会社,79660,7966
E02395,象印マホービン株式会社,79650,7965
E02396,興研株式会社,79630,7963
E02398,株式会社キングジム,79620,7962
E02402,フジコピアン株式会社,79570,7957
E02403,株式会社平和,64120,6412
E02404,ピジョン株式会社,79560,7956
E02406,クリナップ株式会社,79550,7955
E02407,日本デコラックス株式会社,79500,7950
E02408,小松ウオール工業株式会社,79490,7949
E02409,エムケー精工株式会社,59060,5906
E02410,理想科学工業株式会社,64130,6413
E02411,株式会社ニレコ,68630,6863
E02412,株式会社エフピコ,79470,7947
E02414,株式会社シード,77430,7743
E02415,ニチハ株式会社,79430,7943
E02416,クリエートメディック株式会社,51870,5187
E02417,株式会社カプコン,96970,9697
E02419,株式会社三共,64170,6417
E02421,日本エアーテック株式会社,62910,6291
E02423,藤森工業株式会社,79170,7917
E02424,株式会社マースグループホールディングス,64190,6419
E02425,株式会社きもと,79080,7908
E02427,ヨネックス株式会社,79060,7906
E02428,株式会社ソノコム,79020,7902
E02430,ＭＩＣＳ化学株式会社,78990,7899
E02431,ジオマテック株式会社,69070,6907
E02435,タカノ株式会社,78850,7885
E02438,株式会社マルゼン,59820,5982
E02439,株式会社光・彩,78780,7878
E02441,永大化工株式会社,78770,7877
E02442,トーソー株式会社,59560,5956
E02444,レック株式会社,78740,7874
E02445,株式会社フジマック,59650,5965
E02447,株式会社ナンシン,73990,7399
E02448,シンポ株式会社,59030,5903
E02450,株式会社タカラトミー,78670,7867
E02452,株式会社ユニバーサルエンターテインメント,64250,6425
E02453,エイベックス株式会社,78600,7860
E02458,東映アニメーション株式会社,48160,4816
E02459,カワセコンピュータサプライ株式会社,78510,7851
E02462,不二精機株式会社,64000,6400
E02464,株式会社グラファイトデザイン,78470,7847
E02466,株式会社パイロットコーポレーション,78460,7846
E02467,株式会社マーベラス,78440,7844
E02469,ゼネラルパッカー株式会社,62670,6267
E02470,株式会社ＳＨＯＥＩ,78390,7839
E02472,フランスベッドホールディングス株式会社,78400,7840
E02474,タカラバイオ株式会社,49740,4974
E02475,セガサミーホールディングス株式会社,64600,6460
E02477,ミライアル株式会社,42380,4238
E02478,ミクロン精密株式会社,61590,6159
E02480,株式会社ＩＧポート,37910,3791
E02481,株式会社バンダイナムコホールディングス,78320,7832
E02483,クラスターテクノロジー株式会社,42400,4240
E02484,株式会社ファーマフーズ,29290,2929
E02485,株式会社フルヤ金属,78260,7826
E02488,株式会社藤商事,62570,6257
E02489,株式会社日本一ソフトウェア,38510,3851
E02490,株式会社　トリケミカル研究所,43690,4369
E02491,株式会社三ツ知,34390,3439
E02492,前田工繊株式会社,78210,7821
E02493,日創プロニティ株式会社,34400,3440
E02494,株式会社ニックス,42430,4243
E02497,伊藤忠商事株式会社,80010,8001
E02498,丸紅株式会社,80020,8002
E02501,高島株式会社,80070,8007
E02503,極東貿易株式会社,80930,8093
E02505,豊田通商株式会社,80150,8015
E02506,兼松株式会社,80200,8020
E02509,蝶理株式会社,80140,8014
E02510,日本紙パルプ商事株式会社,80320,8032
E02512,西華産業株式会社,80610,8061
E02513,三井物産株式会社,80310,8031
E02515,株式会社内田洋行,80570,8057
E02516,ＫＰＰグループホールディングス株式会社,92740,9274
E02517,稲畑産業株式会社,80980,8098
E02518,株式会社ＲＹＯＤＥＮ,80840,8084
E02521,株式会社オンワードホールディングス,80160,8016
E02522,神鋼商事株式会社,80750,8075
E02525,ユアサ商事株式会社,80740,8074
E02527,東京産業株式会社,80700,8070
E02528,住友商事株式会社,80530,8053
E02529,三菱商事株式会社,80580,8058
E02530,ＯＵＧホールディングス株式会社,80410,8041
E02534,三共生興株式会社,80180,8018
E02535,佐藤商事株式会社,80650,8065
E02541,東都水産株式会社,80380,8038
E02542,神栄株式会社,30040,3004
E02544,日産東京販売ホールディングス株式会社,82910,8291
E02547,ラサ商事株式会社,30230,3023
E02548,三洋貿易株式会社,31760,3176
E02549,株式会社ＧＳＩクレオス,81010,8101
E02552,長瀬産業株式会社,80120,8012
E02553,岡谷鋼機株式会社,74850,7485
E02554,阪和興業株式会社,80780,8078
E02558,三菱食品株式会社,74510,7451
E02560,株式会社山善,80510,8051
E02561,株式会社カノークス,80760,8076
E02563,明和産業株式会社,81030,8103
E02566,中央魚類株式会社,80300,8030
E02567,岩谷産業株式会社,80880,8088
E02569,株式会社弘電社,19480,1948
E02570,トルク株式会社,80770,8077
E02571,築地魚市場株式会社,80390,8039
E02572,椿本興業株式会社,80520,8052
E02574,スターゼン株式会社,80430,8043
E02576,横浜冷凍株式会社,28740,2874
E02578,第一実業株式会社,80590,8059
E02579,ナラサキ産業株式会社,80850,8085
E02580,株式会社カナデン,80810,8081
E02584,ナイス株式会社,80890,8089
E02585,アステナホールディングス株式会社,80950,8095
E02587,日本出版貿易株式会社,80720,8072
E02588,株式会社ツカモトコーポレーション,80250,8025
E02602,三谷商事株式会社,80660,8066
E02608,東邦ホールディングス株式会社,81290,8129
E02610,クワザワホールディングス株式会社,81040,8104
E02611,ＢＩＰＲＯＧＹ株式会社,80560,8056
E02615,横浜丸魚株式会社,80450,8045
E02616,丸藤シートパイル株式会社,80460,8046
E02618,株式会社ワキタ,81250,8125
E02621,株式会社ヨンドシーホールディングス,80080,8008
E02627,堀田丸正株式会社,81050,8105
E02628,株式会社キムラタン,81070,8107
E02632,株式会社メディパルホールディングス,74590,7459
E02635,ソーダニッカ株式会社,81580,8158
E02639,ムーンバット株式会社,81150,8115
E02642,中央自動車工業株式会社,81170,8117
E02643,伊藤忠エネクス株式会社,81330,8133
E02644,キヤノンマーケティングジャパン株式会社,80600,8060
E02645,株式会社　キング,81180,8118
E02646,中部水産株式会社,81450,8145
E02647,株式会社三栄コーポレーション,81190,8119
E02650,川辺株式会社,81230,8123
E02652,東京エレクトロン株式会社,80350,8035
E02655,株式会社サンリオ,81360,8136
E02656,サンワテクノス株式会社,81370,8137
E02658,三京化成株式会社,81380,8138
E02660,株式会社ナガホリ,81390,8139
E02663,株式会社リョーサン,81400,8140
E02664,新光商事株式会社,81410,8141
E02665,株式会社トーホー,81420,8142
E02666,株式会社デンキョーグループホールディングス,81440,8144
E02668,株式会社トミタ,81470,8147
E02671,三信電気株式会社,81500,8150
E02672,株式会社東陽テクニカ,81510,8151
E02673,ソマール株式会社,81520,8152
E02675,株式会社モスフードサービス,81530,8153
E02676,加賀電子株式会社,81540,8154
E02677,三益半導体工業株式会社,81550,8155
E02678,株式会社立花エレテック,81590,8159
E02679,株式会社東京ソワール,80400,8040
E02681,正栄食品工業株式会社,80790,8079
E02682,カメイ株式会社,80370,8037
E02683,大興電子通信株式会社,80230,8023
E02684,東海エレクトロニクス株式会社,80710,8071
E02685,菱洋エレクトロ株式会社,80680,8068
E02686,コニシ株式会社,49560,4956
E02688,ニプロ株式会社,80860,8086
E02691,株式会社ＰＡＬＴＡＣ,82830,8283
E02692,三谷産業株式会社,82850,8285
E02693,株式会社フォーバル,82750,8275
E02698,株式会社マルイチ産商,82280,8228
E02699,株式会社　理経,82260,8226
E02701,トラスコ中山株式会社,98300,9830
E02703,モリト株式会社,98370,9837
E02706,アークランズ株式会社,98420,9842
E02708,株式会社パーカーコーポレーション,98450,9845
E02711,株式会社共同紙販ホールディングス,98490,9849
E02712,ＣＢグループマネジメント株式会社,98520,9852
E02713,英和株式会社,98570,9857
E02714,株式会社ケーユーホールディングス,98560,9856
E02718,ソレキア株式会社,98670,9867
E02719,加藤産業株式会社,98690,9869
E02722,北恵株式会社,98720,9872
E02724,イノテック株式会社,98800,9880
E02727,株式会社　シャルレ,98850,9885
E02728,株式会社ＵＥＸ,98880,9888
E02729,ＪＢＣＣホールディングス株式会社,98890,9889
E02732,ＪＫホールディングス株式会社,98960,9896
E02735,株式会社イエローハット,98820,9882
E02738,株式会社　ストライダーズ,98160,9816
E02739,大丸エナウィン株式会社,98180,9818
E02740,エムティジェネックス株式会社,98200,9820
E02742,泉州電業株式会社,98240,9824
E02743,リリカラ株式会社,98270,9827
E02745,株式会社日伝,99020,9902
E02747,藤井産業株式会社,99060,9906
E02749,日本電計株式会社,99080,9908
E02752,日邦産業株式会社,99130,9913
E02753,株式会社　植松商会,99140,9914
E02759,平和紙業株式会社,99290,9929
E02760,杉本商事株式会社,99320,9932
E02761,因幡電機産業株式会社,99340,9934
E02762,太洋物産株式会社,99410,9941
E02765,株式会社ヨンキュウ,99550,9955
E02767,株式会社ワールド,36120,3612
E02769,東テク株式会社,99600,9960
E02770,株式会社　ミスミグループ本社,99620,9962
E02773,山喜株式会社,35980,3598
E02774,アルテック株式会社,99720,9972
E02775,株式会社小僧寿し,99730,9973
E02776,タキヒヨー株式会社,99820,9982
E02778,ソフトバンクグループ株式会社,99840,9984
E02779,蔵王産業株式会社,99860,9986
E02780,株式会社スズケン,99870,9987
E02782,ジェコス株式会社,99910,9991
E02785,株式会社グローセル,99950,9995
E02786,株式会社サトー商会,99960,9996
E02787,株式会社タカチホ,82250,8225
E02791,株式会社創健社,74130,7413
E02792,株式会社南陽,74170,7417
E02793,佐鳥電機株式会社,74200,7420
E02794,東邦レマック株式会社,74220,7422
E02797,初穂商事株式会社,74250,7425
E02798,株式会社　山大,74260,7426
E02800,ビーピー・カストロール株式会社,50150,5015
E02801,エコートレーディング株式会社,74270,7427
E02802,伯東株式会社,74330,7433
E02803,株式会社オータケ,74340,7434
E02804,コンドーテック株式会社,74380,7438
E02805,中山福株式会社,74420,7442
E02806,横浜魚類株式会社,74430,7443
E02807,ハリマ共和物産株式会社,74440,7444
E02809,ナガイレーベン株式会社,74470,7447
E02810,東北化学薬品株式会社,74460,7446
E02812,八洲電機株式会社,31530,3153
E02813,株式会社Ｍｉｓｕｍｉ,74410,7441
E02818,株式会社大水,75380,7538
E02821,松田産業株式会社,74560,7456
E02823,株式会社キムラ,74610,7461
E02824,株式会社第一興商,74580,7458
E02825,株式会社ヤギ,74600,7460
E02826,株式会社アドヴァン,74630,7463
E02827,ＳＰＫ株式会社,74660,7466
E02828,萩原電気ホールディングス株式会社,74670,7467
E02832,アルビス株式会社,74750,7475
E02833,株式会社鳥羽洋行,74720,7472
E02835,アズワン株式会社,74760,7476
E02836,ムラキ株式会社,74770,7477
E02837,尾家産業株式会社,74810,7481
E02838,スズデン株式会社,74800,7480
E02839,株式会社シモジマ,74820,7482
E02840,株式会社ドウシシャ,74830,7483
E02841,サンリン株式会社,74860,7486
E02842,小津産業株式会社,74870,7487
E02843,株式会社ヤガミ,74880,7488
E02845,日新商事株式会社,74900,7490
E02847,西川計測株式会社,75000,7500
E02848,株式会社ティムコ,75010,7501
E02850,株式会社高速,75040,7504
E02851,株式会社たけびし,75100,7510
E02855,株式会社ムサシ,75210,7521
E02856,リックス株式会社,75250,7525
E02858,株式会社システムソフト,75270,7527
E02861,清和中央ホールディングス株式会社,75310,7531
E02864,丸文株式会社,75370,7537
E02865,株式会社アイナボホールディングス,75390,7539
E02869,株式会社ハピネット,75520,7552
E02870,株式会社ウェッズ,75510,7551
E02871,株式会社大田花き,75550,7555
E02874,ジーエフシー株式会社,75590,7559
E02875,萬世電機株式会社,75650,7565
E02876,株式会社ケー・エフ・シー,34200,3420
E02877,株式会社デイトナ,72280,7228
E02878,株式会社栄電子,75670,7567
E02879,橋本総業ホールディングス株式会社,75700,7570
E02881,日本ライフライン株式会社,75750,7575
E02882,ピープル株式会社,78650,7865
E02888,株式会社タカショー,75900,7590
E02889,ＶＴホールディングス株式会社,75930,7593
E02892,株式会社ＩＤＯＭ,75990,7599
E02894,株式会社　日本エム・ディ・エム,76000,7600
E02895,株式会社カーチスホールディングス,76020,7602
E02896,株式会社進和,76070,7607
E02897,株式会社エスケイジャパン,76080,7608
E02898,ダイトロン株式会社,76090,7609
E02900,シークス株式会社,76130,7613
E02902,田中商事株式会社,76190,7619
E02903,株式会社ＮａＩＴＯ,76240,7624
