edinet_code,name,syoken_code,security_code
E03645,株式会社大光銀行,85370,8537
E03646,株式会社　富山第一銀行,71840,7184
E03652,株式会社　名古屋銀行,85220,8522
E03663,株式会社　愛媛銀行,85410,8541
E03664,株式会社高知銀行,84160,8416
E03669,株式会社　宮崎太陽銀行,85600,8560
E03670,株式会社南日本銀行,85540,8554
E03673,株式会社豊和銀行,85590,8559
E03674,株式会社大東銀行,85630,8563
E03678,株式会社トマト銀行,85420,8542
E03679,株式会社島根銀行,71500,7150
E03688,日本証券金融株式会社,85110,8511
E03693,アコム株式会社,85720,8572
E03695,日本アジア投資株式会社,85180,8518
E03716,豊トラスティ証券株式会社,87470,8747
E03717,第一商品株式会社,87460,8746
E03721,アイフル株式会社,85150,8515
E03723,株式会社小林洋行,87420,8742
E03724,Ｊトラスト株式会社,85080,8508
E03727,フューチャーベンチャーキャピタル株式会社,84620,8462
E03729,信金中央金庫,84210,8421
E03733,株式会社あかつき本社,87370,8737
E03739,日産証券グループ株式会社,87050,8705
E03740,ＧＦＡ株式会社,87830,8783
E03745,燦キャピタルマネージメント株式会社,21340,2134
E03746,株式会社アサックス,87720,8772
E03747,株式会社マネーパートナーズグループ,87320,8732
E03752,野村ホールディングス株式会社,86040,8604
E03753,株式会社大和証券グループ本社,86010,8601
E03756,株式会社岡三証券グループ,86090,8609
E03760,丸三証券株式会社,86130,8613
E03762,水戸証券株式会社,86220,8622
E03763,アイザワ証券グループ株式会社,87080,8708
E03764,東海東京フィナンシャル・ホールディングス株式会社,86160,8616
E03768,東洋証券株式会社,86140,8614
E03770,ＨＳホールディングス株式会社,86990,8699
E03772,いちよし証券株式会社,86240,8624
E03784,極東証券株式会社,87060,8706
E03788,岩井コスモホールディングス株式会社,87070,8707
E03792,丸八証券株式会社,87000,8700
E03793,光世証券株式会社,86170,8617
E03801,ウェルス・マネジメント株式会社,37720,3772
E03807,松井証券株式会社,86280,8628
E03814,株式会社日本取引所グループ,86970,8697
E03815,マネックスグループ株式会社,86980,8698
E03819,トレイダーズホールディングス株式会社,87040,8704
E03847,東京海上ホールディングス株式会社,87660,8766
E03851,株式会社Ｔ＆Ｄホールディングス,87950,8795
E03854,ＭＳ＆ＡＤインシュアランスグループホールディングス株式会社,87250,8725
E03855,三井不動産株式会社,88010,8801
E03856,三菱地所株式会社,88020,8802
E03858,平和不動産株式会社,88030,8803
E03859,東京建物株式会社,88040,8804
E03863,日本空港ビルデング株式会社,97060,9706
E03867,京阪神ビルディング株式会社,88180,8818
E03907,住友不動産株式会社,88300,8830
E03938,株式会社コスモスイニシア,88440,8844
E03943,株式会社レオパレス２１,88480,8848
E03945,スターツコーポレーション株式会社,88500,8850
E03948,株式会社日住サービス,88540,8854
E03953,フジ住宅株式会社,88600,8860
E03958,空港施設株式会社,88640,8864
E03967,明和地所株式会社,88690,8869
E03969,リゾートトラスト株式会社,46810,4681
E03971,株式会社ゴールドクレスト,88710,8871
E03977,エスリード株式会社,88770,8877
E03984,株式会社日神グループホールディングス,88810,8881
E03988,株式会社ウッドフレンズ,88860,8886
E03989,リベレステ株式会社,88870,8887
E03991,ＡＭＧホールディングス株式会社,88910,8891
E03992,株式会社日本エスコン,88920,8892
E03993,株式会社ＲＥＶＯＬＵＴＩＯＮ,88940,8894
E03994,株式会社新日本建物,88930,8893
E03997,ＭＩＲＡＲＴＨホールディングス株式会社,88970,8897
E04001,株式会社サンウッド,89030,8903
E04002,イオンモール株式会社,89050,8905
E04008,株式会社エリアクエスト,89120,8912
E04011,エリアリンク株式会社,89140,8914
E04013,ファースト住建株式会社,89170,8917
E04015,株式会社ランド,89180,8918
E04018,株式会社　東　祥,89200,8920
E04021,トーセイ株式会社,89230,8923
E04023,株式会社アルデプロ,89250,8925
E04024,株式会社明豊エンタープライズ,89270,8927
E04025,穴吹興産株式会社,89280,8928
E04029,和田興産株式会社,89310,8931
E04031,サンフロンティア不動産株式会社,89340,8934
E04032,株式会社ＦＪネクストホールディングス,89350,8935
E04034,グローム・ホールディングス株式会社,89380,8938
E04036,株式会社インテリックス,89400,8940
E04038,株式会社ランドビジネス,89440,8944
E04039,株式会社ＡＳＩＡＮ　ＳＴＡＲ,89460,8946
E04044,グランディハウス株式会社,89990,8999
E04047,株式会社プレサンスコーポレーション,32540,3254
E04048,株式会社ハウスフリーダム,89960,8996
E04049,株式会社誠建設工業,89950,8995
E04060,野村不動産ホールディングス株式会社,32310,3231
E04064,株式会社プロパスト,32360,3236
E04065,セントラル総合開発株式会社,32380,3238
E04068,株式会社ウィル,32410,3241
E04069,株式会社アーバネットコーポレーション,32420,3242
E04072,株式会社ディア・ライフ,32450,3245
E04074,サムティ株式会社,32440,3244
E04075,株式会社コーセーアールイー,32460,3246
E04077,株式会社アールエイジ,32480,3248
E04086,株式会社エスポア,32600,3260
E04088,小田急電鉄株式会社,90070,9007
E04089,京浜急行電鉄株式会社,90060,9006
E04090,東急株式会社,90050,9005
E04091,京成電鉄株式会社,90090,9009
E04092,京王電鉄株式会社,90080,9008
E04093,富士急行株式会社,90100,9010
E04094,東武鉄道株式会社,90010,9001
E04097,相鉄ホールディングス株式会社,90030,9003
E04101,名古屋鉄道株式会社,90480,9048
E04102,近鉄グループホールディングス株式会社,90410,9041
E04103,阪急阪神ホールディングス株式会社,90420,9042
E04105,京阪ホールディングス株式会社,90450,9045
E04106,南海電気鉄道株式会社,90440,9044
E04108,京福電気鉄道株式会社,90490,9049
E04109,神戸電鉄株式会社,90460,9046
E04110,西日本鉄道株式会社,90310,9031
E04123,広島電鉄株式会社,90330,9033
E04125,山陽電気鉄道株式会社,90520,9052
E04136,秩父鉄道株式会社,90120,9012
E04147,東日本旅客鉄道株式会社,90200,9020
E04148,西日本旅客鉄道株式会社,90210,9021
E04149,東海旅客鉄道株式会社,90220,9022
E04154,株式会社西武ホールディングス,90240,9024
E04155,新潟交通株式会社,90170,9017
E04158,神奈川中央交通株式会社,90810,9081
E04159,大和自動車交通株式会社,90820,9082
E04160,神姫バス株式会社,90830,9083
E04161,北海道中央バス株式会社,90850,9085
E04178,丸全昭和運輸株式会社,90680,9068
E04179,センコーグループホールディングス株式会社,90690,9069
E04182,株式会社丸運,90670,9067
E04185,トナミホールディングス株式会社,90700,9070
E04187,ヤマトホールディングス株式会社,90640,9064
E04191,ニッコンホールディングス株式会社,90720,9072
E04194,カンダホールディングス株式会社,90590,9059
E04195,岡山県貨物運送株式会社,90630,9063
E04197,京極運輸商事株式会社,90730,9073
E04198,セイノーホールディングス株式会社,90760,9076
E04199,株式会社エスライングループ本社,90780,9078
E04206,日本ロジテム株式会社,90600,9060
E04208,トランコム株式会社,90580,9058
E04209,遠州トラック株式会社,90570,9057
E04211,株式会社アルプス物流,90550,9055
E04213,株式会社キユーソー流通システム,93690,9369
E04215,センコン物流株式会社,90510,9051
E04217,大宝運輸株式会社,90400,9040
E04218,株式会社サカイ引越センター,90390,9039
E04220,株式会社ハマキョウレックス,90370,9037
E04221,東部ネットワーク株式会社,90360,9036
E04222,第一交通産業株式会社,90350,9035
E04223,南総通運株式会社,90340,9034
E04224,ＳＢＳホールディングス株式会社,23840,2384
E04228,株式会社ヒガシトゥエンティワン,90290,9029
E04230,株式会社ゼロ,90280,9028
E04232,株式会社ロジネットジャパン,90270,9027
E04233,三重交通グループホールディングス株式会社,32320,3232
E04235,日本郵船株式会社,91010,9101
E04236,株式会社商船三井,91040,9104
E04237,川崎汽船株式会社,91070,9107
E04239,ＮＳユナイテッド海運株式会社,91100,9110
E04242,明海グループ株式会社,91150,9115
E04243,飯野海運株式会社,91190,9119
E04246,玉井商船株式会社,91270,9127
E04247,株式会社大運,93630,9363
E04251,共栄タンカー株式会社,91300,9130
E04254,栗林商船株式会社,91710,9171
E04256,東海汽船株式会社,91730,9173
E04272,日本航空株式会社,92010,9201
E04273,ＡＮＡホールディングス株式会社,92020,9202
E04275,アジア航測株式会社,92330,9233
E04283,三菱倉庫株式会社,93010,9301
E04284,三井倉庫ホールディングス株式会社,93020,9302
E04285,株式会社住友倉庫,93030,9303
E04286,澁澤倉庫株式会社,93040,9304
E04287,東陽倉庫株式会社,93060,9306
E04288,乾汽船株式会社,93080,9308
E04289,日本トランスシティ株式会社,93100,9310
E04290,安田倉庫株式会社,93240,9324
E04291,株式会社ヤマタネ,93050,9305
E04293,ケイヒン株式会社,93120,9312
E04294,株式会社杉村倉庫,93070,9307
E04296,丸八倉庫株式会社,93130,9313
E04304,株式会社中央倉庫,93190,9319
E04317,川西倉庫株式会社,93220,9322
E04320,株式会社日新,90660,9066
E04321,東洋埠頭株式会社,93510,9351
E04322,櫻島埠頭株式会社,93530,9353
E04323,アサガミ株式会社,93110,9311
E04324,山九株式会社,90650,9065
E04326,株式会社リンコーコーポレーション,93550,9355
E04327,日本石油輸送株式会社,90740,9074
E04328,名港海運株式会社,93570,9357
E04329,東海運株式会社,93800,9380
E04330,伊勢湾海運株式会社,93590,9359
E04331,三愛オブリ株式会社,80970,8097
E04334,福山通運株式会社,90750,9075
E04336,東京汽船株式会社,91930,9193
E04337,鈴与シンワート株式会社,93600,9360
E04339,伏木海陸運送株式会社,93610,9361
E04340,株式会社パスコ,92320,9232
E04341,鴻池運輸株式会社,90250,9025
E04342,兵機海運株式会社,93620,9362
E04345,株式会社上組,93640,9364
E04346,トレーディア株式会社,93650,9365
E04348,ＫＮＴ－ＣＴホールディングス株式会社,97260,9726
E04353,株式会社サンリツ,93660,9366
E04354,タカセ株式会社,90870,9087
E04356,大東港運株式会社,93670,9367
E04357,キムラユニティー株式会社,93680,9368
E04358,株式会社エイチ・アイ・エス,96030,9603
E04365,株式会社ユーラシア旅行社,93760,9376
E04366,株式会社　エージーピー,93770,9377
E04369,株式会社エーアイテイー,93810,9381
E04375,株式会社ＴＢＳホールディングス,94010,9401
E04376,中部日本放送株式会社,94020,9402
E04380,朝日放送グループホールディングス株式会社,94050,9405
E04382,株式会社ＲＫＢ毎日ホールディングス,94070,9407
E04399,株式会社ＢＳＮメディアホールディングス,94080,9408
E04410,日本テレビホールディングス株式会社,94040,9404
E04414,株式会社テレビ朝日ホールディングス,94090,9409
E04425,ＫＤＤＩ株式会社,94330,9433
E04426,ソフトバンク株式会社,94340,9434
E04427,株式会社ＷＯＷＯＷ,48390,4839
E04430,日本電信電話株式会社,94320,9432
E04460,沖縄セルラー電話株式会社,94360,9436
E04462,株式会社フジ・メディア・ホールディングス,46760,4676
E04473,日本通信株式会社,94240,9424
E04476,株式会社フォーバルテレコム,94450,9445
E04478,株式会社スペースシャワーネットワーク,48380,4838
E04496,株式会社朝日ネット,38340,3834
E04497,株式会社スカパーＪＳＡＴホールディングス,94120,9412
E04498,東京電力ホールディングス株式会社,95010,9501
E04499,関西電力株式会社,95030,9503
E04500,北海道電力株式会社,95090,9509
E04501,東北電力株式会社,95060,9506
E04502,中部電力株式会社,95020,9502
E04503,北陸電力株式会社,95050,9505
E04504,中国電力株式会社,95040,9504
E04505,四国電力株式会社,95070,9507
E04506,九州電力株式会社,95080,9508
E04509,沖縄電力株式会社,95110,9511
E04510,電源開発株式会社,95130,9513
E04511,北海道瓦斯株式会社,95340,9534
E04514,東京瓦斯株式会社,95310,9531
E04515,京葉瓦斯株式会社,95390,9539
E04516,静岡ガス株式会社,95430,9543
E04517,東邦瓦斯株式会社,95330,9533
E04519,北陸瓦斯株式会社,95370,9537
E04520,大阪瓦斯株式会社,95320,9532
E04521,広島ガス株式会社,95350,9535
E04523,西部ガスホールディングス株式会社,95360,9536
E04535,株式会社東京會舘,97010,9701
E04538,株式会社アゴーラホスピタリティーグループ,97040,9704
E04539,株式会社帝国ホテル,97080,9708
E04540,株式会社ロイヤルホテル,97130,9713
E04550,株式会社京都ホテル,97230,9723
E04560,藤田観光株式会社,97220,9722
E04566,株式会社ホテル、ニューグランド,97200,9720
E04582,松竹株式会社,96010,9601
E04583,東宝株式会社,96020,9602
E04585,東映株式会社,96050,9605
E04589,東京テアトル株式会社,96330,9633
E04590,株式会社東京楽天地,88420,8842
E04591,武蔵野興業株式会社,96350,9635
E04592,株式会社きんえい,96360,9636
E04593,オーエス株式会社,96370,9637
E04596,中日本興業株式会社,96430,9643
E04599,スバル興業株式会社,96320,9632
E04603,東京都競馬株式会社,96720,9672
E04606,株式会社歌舞伎座,96610,9661
E04609,株式会社御園座,96640,9664
E04691,ホウライ株式会社,96790,9679
E04693,グリーンランドリゾート株式会社,96560,9656
E04704,ＳＤエンターテイメント株式会社,46500,4650
E04707,株式会社オリエンタルランド,46610,4661
E04710,株式会社ラウンドワン,46800,4680
E04727,株式会社　極楽湯ホールディングス,23400,2340
E04751,株式会社コシダカホールディングス,21570,2157
E04754,株式会社白洋舍,97310,9731
E04760,株式会社電通グループ,43240,4324
E04762,オリックス株式会社,85910,8591
E04764,株式会社オオバ,97650,9765
E04768,株式会社ジャックス,85840,8584
E04773,セコム株式会社,97350,9735
E04775,株式会社オリエントコーポレーション,85850,8585
E04777,丸紅建材リース株式会社,97630,9763
E04783,ロイヤルホールディングス株式会社,81790,8179
E04784,株式会社東天紅,81810,8181
E04788,三菱ＨＣキャピタル株式会社,85930,8593
E04795,いであ株式会社,97680,9768
E04796,株式会社学究社,97690,9769
E04799,セントラル警備保障株式会社,97400,9740
E04800,東海リース株式会社,97610,9761
E04801,中道リース株式会社,85940,8594
E04803,株式会社アイネス,97420,9742
E04804,株式会社メイテックグループホールディングス,97440,9744
E04806,ジャフコ　グループ株式会社,85950,8595
E04807,株式会社　ＴＫＣ,97460,9746
E04810,富士ソフト株式会社,97490,9749
E04815,アイエックス・ナレッジ株式会社,97530,9753
E04816,応用地質株式会社,97550,9755
E04817,株式会社船井総研ホールディングス,97570,9757
E04821,株式会社九州リースサービス,85960,8596
E04822,株式会社ＮＳＤ,97590,9759
E04823,株式会社　進学会ホールディングス,97600,9760
E04824,株式会社ナガセ,97330,9733
E04826,株式会社トーカイ,97290,9729
E04830,ＳＣＳＫ株式会社,97190,9719
E04834,株式会社ジャステック,97170,9717
E04835,株式会社乃村工藝社,97160,9716
E04837,トランス・コスモス株式会社,97150,9715
E04841,ＮＣＳ＆Ａ株式会社,97090,9709
E04846,株式会社アイ・エス・ビー,97020,9702
E04848,ニシオホールディングス株式会社,96990,9699
E04849,株式会社クレオ,96980,9698
E04850,株式会社ウィザス,96960,9696
E04853,株式会社シーイーシー,96920,9692
E04855,株式会社両毛システムズ,96910,9691
E04856,株式会社ＫＳＫ,96870,9687
E04857,東洋テック株式会社,96860,9686
E04858,ＫＹＣＯＭホールディングス株式会社,96850,9685
E04859,株式会社スクウェア・エニックス・ホールディングス,96840,9684
E04861,株式会社ＤＴＳ,96820,9682
E04862,株式会社カナモト,96780,9678
E04867,株式会社ナガワ,96630,9663
E04869,株式会社ビジネスブレイン太田昭和,96580,9658
E04873,日本プロセス株式会社,96510,9651
E04874,イオンディライト株式会社,97870,9787
E04877,株式会社ミロク情報サービス,99280,9928
E04878,株式会社ソラスト,61970,6197
E04884,株式会社協和コンサルタンツ,96470,9647
E04887,株式会社タナベコンサルティンググループ,96440,9644
E04889,株式会社セゾン情報システムズ,96400,9640
E04890,三協フロンテア株式会社,96390,9639
E04894,ピー・シー・エー株式会社,96290,9629
E04895,燦ホールディングス株式会社,96280,9628
E04896,株式会社アインホールディングス,96270,9627
E04899,株式会社セレスポ,96250,9625
E04902,株式会社スペース,96220,9622
E04903,株式会社建設技術研究所,96210,9621
E04904,株式会社イチネンホールディングス,96190,9619
E04908,株式会社共立メンテナンス,96160,9616
E04911,株式会社ＮＴＴデータグループ,96130,9613
E04912,イオンフィナンシャルサービス株式会社,85700,8570
E04914,株式会社ラックランド,96120,9612
E04916,ウィルソン・ラーニング　ワールドワイド株式会社,96100,9610
E04919,株式会社アイネット,96000,9600
E04920,旭情報サービス株式会社,97990,9799
E04925,株式会社ステップ,97950,9795
E04926,株式会社ダスキン,46650,4665
E04931,株式会社ダイセキ,97930,9793
E04932,株式会社ビケンテクノ,97910,9791
E04933,福井コンピュータホールディングス株式会社,97900,9790
E04934,株式会社ナック,97880,9788
E04939,株式会社ベネッセホールディングス,97830,9783
E04940,株式会社ディーエムエス,97820,9782
E04941,株式会社昴,97780,9778
E04944,株式会社ハリマビステム,97800,9780
E04946,リコーリース株式会社,85660,8566
E04948,株式会社光通信,94350,9435
E04950,札幌臨床検査センター株式会社,97760,9776
E04952,ＮＳＷ株式会社,97390,9739
E04954,株式会社アルプス技研,46410,4641
E04955,オリジナル設計株式会社,46420,4642
E04958,株式会社市進ホールディングス,46450,4645
E04959,イマジニア株式会社,46440,4644
E04960,株式会社プラザホールディングス,75020,7502
E04964,株式会社サニックス,46510,4651
E04966,ネットワンシステムズ株式会社,75180,7518
E04972,株式会社環境管理センター,46570,4657
E04973,日本空調サービス株式会社,46580,4658
E04975,株式会社エイジス,46590,4659
E04976,株式会社フォーカスシステムズ,46620,4662
E04978,株式会社アール・エス・シー,46640,4664
E04979,パーク二四株式会社（定款上の商号　パーク２４株式会社）,46660,4666
E04980,アイサンテクノロジー株式会社,46670,4667
E04981,株式会社明光ネットワークジャパン,46680,4668
E04982,株式会社ファルコホールディングス,46710,4671
E04987,川崎地質株式会社,46730,4673
E04988,株式会社クレスコ,46740,4674
E04990,株式会社　田　谷,46790,4679
E04991,株式会社　秀英予備校,46780,4678
E04995,株式会社菱友システムズ,46850,4685
E04996,株式会社ジャストシステム,46860,4686
E04997,ＴＤＣソフト株式会社,46870,4687
E04999,トレンドマイクロ株式会社,47040,4704
E05000,ＬＩＮＥヤフー株式会社,46890,4689
E05001,日本パレットプール株式会社,46900,4690
E05011,株式会社クリップコーポレーション,47050,4705
E05015,株式会社キタック,47070,4707
E05017,株式会社ＩＤホールディングス,47090,4709
E05018,株式会社アルゴグラフィックス,75950,7595
E05020,株式会社ＫｅｙＨｏｌｄｅｒ,47120,4712
E05024,株式会社　リソー教育,47140,4714
E05025,株式会社オービック,46840,4684
E05027,日本オラクル株式会社,47160,4716
E05028,株式会社早稲田アカデミー,47180,4718
E05029,株式会社アルファシステムズ,47190,4719
E05030,株式会社城南進学研究社,47200,4720
E05033,フューチャー株式会社,47220,4722
E05036,株式会社ＣＡＣ　Ｈｏｌｄｉｎｇｓ,47250,4725
E05037,ＳＢテクノロジー株式会社,47260,4726
E05041,ＧＭＯインターネットグループ株式会社,94490,9449
E05042,株式会社トーセ,47280,4728
E05045,株式会社ユー・エス・エス,47320,4732
E05047,株式会社リログループ,88760,8876
E05048,株式会社オービックビジネスコンサルタント,47330,4733
E05049,株式会社エムティーアイ,94380,9438
E05053,株式会社京進,47350,4735
E05054,日本ラッド株式会社,47360,4736
E05055,株式会社エム・エイチ・グループ,94390,9439
E05056,株式会社ビー・エム・エル,46940,4694
E05062,株式会社野村総合研究所,43070,4307
E05065,株式会社ニットー,17380,1738
E05066,株式会社東計電算,47460,4746
E05067,株式会社東京個別指導学院,47450,4745
E05069,株式会社　構造計画研究所,47480,4748
E05070,株式会社ダイサン,47500,4750
E05072,株式会社サイバーエージェント,47510,4751
E05073,株式会社トスネット,47540,4754
E05075,株式会社　昭和システムエンジニアリング,47520,4752
E05080,楽天グループ株式会社,47550,4755
E05083,株式会社アルファ,47600,4760
E05088,株式会社ストリームメディアコーポレーション,47720,4772
E05090,株式会社さくらケーシーエス,47610,4761
E05091,株式会社エックスネット,47620,4762
E05096,株式会社クリーク・アンド・リバー社,47630,4763
E05097,ＳＢＩグローバルアセットマネジメント株式会社,47650,4765
E05098,株式会社ピーエイ,47660,4766
E05099,株式会社　大塚商会,47680,4768
E05100,株式会社テー・オー・ダブリュー,47670,4767
E05101,株式会社ＩＣ,47690,4769
E05106,図研エルミック株式会社,47700,4770
E05107,株式会社エフアンドエム,47710,4771
E05112,株式会社ベクターホールディングス,26560,2656
E05114,株式会社ガーラ,47770,4777
E05116,サイボウズ株式会社,47760,4776
E05120,ＮＣＤ株式会社,47830,4783
E05121,日本ハウズイング株式会社,47810,4781
E05123,ＧＭＯアドパートナーズ株式会社,47840,4784
E05135,山田コンサルティンググループ株式会社,47920,4792
E05137,株式会社トーシンホールディングス,94440,9444
E05143,オリコン株式会社,48000,4800
E05145,セントラルスポーツ株式会社,48010,4801
E05147,株式会社電通国際情報サービス,48120,4812
E05149,バリューコマース株式会社,24910,2491
E05151,ネクストウェア株式会社,48140,4814
E05153,株式会社メンバーズ,21300,2130
E05155,株式会社イーエムシステムズ（商号　株式会社ＥＭシステムズ）,48200,4820
E05156,株式会社デジタルガレージ,48190,4819
E05159,ＳＢＩホールディングス株式会社,84730,8473
E05161,株式会社メディアシーク,48240,4824
E05162,株式会社ウェザーニューズ,48250,4825
E05163,株式会社ＣＩＪ,48260,4826
E05167,ビジネスエンジニアリング株式会社,48280,4828
E05168,株式会社ＡＣＣＥＳＳ,48130,4813
E05169,日本エンタープライズ株式会社,48290,4829
E05173,ＪＦＥシステムズ株式会社,48320,4832
E05174,ＡＰＡＭＡＮ株式会社,88890,8889
E05175,株式会社Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ,48330,4833
E05176,キャリアバンク株式会社,48340,4834
E05179,株式会社レーサム,88900,8890
E05181,株式会社サカイホールディングス,94460,9446
E05182,株式会社フルキャストホールディングス,48480,4848
E05183,株式会社トライアイズ,48400,4840
E05187,株式会社スカラ,48450,4845
E05191,株式会社インテリジェント　ウェイブ,48470,4847
E05192,エン・ジャパン株式会社,48490,4849
E05198,株式会社　ソルクシーズ,42840,4284
E05199,株式会社ＣＬホールディングス,42860,4286
E05201,株式会社アズジェント,42880,4288
E05204,株式会社ジャストプランニング,42870,4287
E05205,株式会社プレステージ・インターナショナル,42900,4290
E05206,株式会社セプテーニ・ホールディングス,42930,4293
E05209,株式会社フェイス,42950,4295
E05210,株式会社プロトコーポレーション,42980,4298
E05211,株式会社Ｊストリーム,43080,4308
E05215,株式会社ハイマックス,42990,4299
E05218,株式会社Ｅストアー,43040,4304
E05219,株式会社アミューズ,43010,4301
E05221,株式会社ドリームインキュベータ,43100,4310
E05223,サイバネットシステム株式会社,43120,4312
E05228,株式会社ビーマップ,43160,4316
E05230,株式会社レイ,43170,4317
E05231,ＴＡＣ株式会社,43190,4319
E05232,株式会社クイック,43180,4318
E05233,株式会社ＣＥホールディングス,43200,4320
E05236,日本システム技術株式会社,43230,4323
E05238,株式会社センチュリー２１・ジャパン,88980,8898
E05239,株式会社インテージホールディングス,43260,4326
E05241,株式会社ジェイホールディングス,27210,2721
E05242,スパークス・グループ株式会社,87390,8739
E05248,株式会社テイクアンドギヴ・ニーズ,43310,4331
E05252,株式会社東邦システムサイエンス,43330,4333
E05254,株式会社ユークス,43340,4334
E05255,株式会社アイ・ピー・エス,43350,4335
E05262,西菱電機株式会社,43410,4341
E05264,株式会社イオンファンタジー,43430,4343
E05265,シダックス株式会社,48370,4837
E05267,株式会社シーティーエス,43450,4345
E05268,株式会社ＮＥＸＹＺ．Ｇｒｏｕｐ,43460,4346
E05269,ブロードメディア株式会社,43470,4347
E05272,インフォコム株式会社,43480,4348
E05273,株式会社テスク,43490,4349
E05274,株式会社　メディカルシステムネットワーク,43500,4350
E05275,株式会社山田債権回収管理総合事務所,43510,4351
E05278,株式会社きょくとう,23000,2300
E05280,株式会社アドバンスクリエイト,87980,8798
E05282,応用技術株式会社,43560,4356
E05283,株式会社システナ,23170,2317
E05286,株式会社学情,23010,2301
E05288,株式会社ＣＳＳホールディングス,23040,2304
E05289,株式会社ドーン,23030,2303
E05291,株式会社クロスキャット,23070,2307
E05292,シミックホールディングス株式会社,23090,2309
E05293,株式会社エプコ,23110,2311
E05297,株式会社ソフトフロントホールディングス,23210,2321
E05299,株式会社ＮＪＳ,23250,2325
E05301,アンジェス株式会社,45630,4563
E05302,株式会社ｆｏｎｆｕｎ,23230,2323
E05303,デジタルアーツ株式会社,23260,2326
E05304,日鉄ソリューションズ株式会社,23270,2327
E05306,株式会社ＪＰホールディングス,27490,2749
E05307,株式会社東北新社,23290,2329
E05308,株式会社フォーサイド,23300,2330
E05309,綜合警備保障株式会社,23310,2331
E05310,株式会社クエスト,23320,2332
E05312,株式会社キューブシステム,23350,2335
E05313,株式会社毎日コムネット,89080,8908
E05314,いちご株式会社,23370,2337
E05315,クオンタムソリューションズ株式会社,23380,2338
E05316,株式会社アルバイトタイムス,23410,2341
E05317,株式会社トランスジェニック,23420,2342
E05319,平安レイサービス株式会社,23440,2344
E05320,株式会社クシム,23450,2345
E05322,株式会社エヌアイデイ,23490,2349
E05324,株式会社ＡＳＪ,23510,2351
E05325,ビジネス・ワンホールディングス株式会社,48270,4827
E05326,シンクレイヤ株式会社,17240,1724
E05327,日本駐車場開発株式会社,23530,2353
E05328,株式会社ＹＥ　ＤＩＧＩＴＡＬ,23540,2354
E05331,株式会社ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,23150,2315
E05332,株式会社コア,23590,2359
E05336,ジョルダン株式会社,37100,3710
E05340,株式会社情報企画,37120,3712
E05346,東京センチュリー株式会社,84390,8439
E05348,株式会社ジェクシード,37190,3719
E05350,株式会社カカクコム,23710,2371
E05351,株式会社メディネット,23700,2370
E05352,株式会社アイロムグループ,23720,2372
E05353,株式会社ケア２１,23730,2373
E05354,セントケア・ホールディング株式会社,23740,2374
E05356,ギグワークス株式会社,23750,2375
E05360,日本ファルコム株式会社,37230,3723
E05361,株式会社ルネサンス,23780,2378
E05363,オンコセラピー・サイエンス株式会社,45640,4564
E05367,株式会社総医研ホールディングス,23850,2385
E05368,ディップ株式会社,23790,2379
E05369,株式会社アプリックス,37270,3727
E05372,株式会社マクロミル,39780,3978
E05374,株式会社デジタルホールディングス,23890,2389
E05376,株式会社ソフトウェア・サービス,37330,3733
E05377,明豊ファシリティワークス株式会社,17170,1717
E05378,株式会社プラネット,23910,2391
E05379,ファーマライズホールディングス株式会社,27960,2796
E05381,株式会社日本ケアサプライ,23930,2393
E05385,株式会社新日本科学,23950,2395
E05389,株式会社ＤＮＡチップ研究所,23970,2397
E05391,株式会社ゴルフダイジェスト・オンライン,33190,3319
E05392,株式会社ティーガイア,37380,3738
E05395,株式会社フォーシーズＨＤ,37260,3726
E05399,アルファグループ株式会社,33220,3322
E05400,株式会社セック,37410,3741
E05401,コムシード株式会社,37390,3739
E05403,株式会社アマナ,24020,2402
E05407,株式会社青山財産ネットワークス,89290,8929
E05409,株式会社鉄人化計画,24040,2404
E05410,株式会社博報堂ＤＹホールディングス,24330,2433
E05411,株式会社ツカダ・グローバルホールディング,24180,2418
E05413,サイオス株式会社,37440,3744
E05414,パラカ株式会社,48090,4809
E05416,株式会社ＫＧ情報,24080,2408
E05417,ゲンダイエージェンシー株式会社,24110,2411
E05419,株式会社キャリアデザインセンター,24100,2410
E05422,日本調剤株式会社,33410,3341
E05423,株式会社ベネフィット・ワン,24120,2412
E05424,株式会社インタートレード,37470,3747
E05425,エムスリー株式会社,24130,2413
E05426,みずほリース株式会社,84250,8425
E05428,ヒューマンホールディングス株式会社,24150,2415
E05432,株式会社フライトソリューションズ,37530,3753
E05438,芙蓉総合リース株式会社,84240,8424
E05440,株式会社ケアサービス,24250,2425
E05443,株式会社サイトリ細胞研究所,37500,3750
E05444,株式会社ダイセキ環境ソリューション,17120,1712
E05445,株式会社テクノマセマティカル,37870,3787
E05447,株式会社アウトソーシング,24270,2427
E05449,株式会社ケイブ,37600,3760
E05450,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ株式会社,24370,2437
E05452,株式会社ＳＤＳホールディングス,17110,1711
E05453,株式会社アエリア,37580,3758
E05456,株式会社ぐるなび,24400,2440
E05457,株式会社フィスコ,38070,3807
E05458,ウェルネット株式会社,24280,2428
E05460,株式会社ディー・エヌ・エー,24320,2432
